year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_US_Post,No
2012,11,6,10,3,,,,-2,49,1023,8,NW,6.71,0,0,71,344
2012,9,5,14,3,,,,10,32,1016,28,SE,5.81,0,0,35,345
2010,4,26,3,1,,,,-3,45,1016,8,NW,14.75,0,0,20,346
2015,5,14,20,1,36,40,36,4,27,1008,24,SE,11.63,0,0,28,347
2013,6,24,7,2,152,,218,20,88,1003,22,SE,6.71,0,0,248,348
2015,12,2,16,4,7,,6,-12,32,1020,3,NW,116.23,0,0,6,349
2010,3,29,18,1,,,,5,81,1021,8,NE,0.89,0,0,280,350
2012,10,1,3,3,,,,9,93,1016,10,cv,0.89,0,0,59,351
2014,7,23,15,2,22,29,22,13,31,1002,32,NW,3.13,0,0,20,352
2013,4,14,23,1,64,59,58,-2,42,1006,10,SE,49.17,0,0,59,353
2015,6,19,7,2,11,6,7,15,88,1009,17,NW,4.02,0.2,0.2,10,354
2012,9,7,3,3,,,,18,100,1015,18,NE,1.79,0.6,19.9,139,355
2013,6,28,5,2,300,308,300,22,88,1001,24,SE,1.79,0,0,265,356
2013,3,16,15,1,186,202,163,-2,33,1022,14,SE,10.73,0,0,229,357
2015,3,24,11,1,77,78,71,-9,23,1034,11,cv,1.79,0,0,70,358
2012,2,6,6,4,,,,-20,25,1023,-3,NW,23.69,0,0,20,359
2012,8,15,23,2,,,,19,78,1010,23,SE,16.53,0,0,91,360
2015,3,14,5,1,54,60,53,-5,64,1024,1,SE,1.79,0,0,56,361
2013,1,19,11,4,306,,244,-11,40,1031,1,SE,3.13,0,0,227,362
2010,12,21,19,4,,,,-5,74,1012,-1,cv,2.67,0,0,607,363
2014,12,6,16,4,42,78,70,-18,21,1025,2,SE,5.37,0,0,66,364
2015,4,15,12,1,,158,146,7,42,998,20,SE,4.92,0,0,143,365
2015,1,15,4,4,265,395,276,-10,79,1029,-7,NW,2.68,0,0,321,366
2013,3,10,12,1,35,29,32,-20,10,1028,10,SE,19.67,0,0,33,367
2015,5,29,7,1,110,3,95,18,82,1006,21,cv,0.89,0,0,98,368
2015,10,21,15,3,52,,60,9,93,1025,10,SE,1.79,,,58,369
2015,10,23,16,3,,,,10,55,1015,19,SE,7.15,0,0,45,370
2014,12,15,4,4,223,314,312,-9,68,1025,-4,cv,0.89,0,0,293,371
2012,10,17,7,3,,,,-1,80,1021,2,cv,6.23,0,0,17,372
2011,6,10,2,2,,,,19,78,1000,23,SE,45.6,0,0,108,373
2012,11,13,9,3,,,,-16,24,1020,2,NW,165.82,0,0,17,374
2014,6,11,4,2,98,77,89,15,88,1011,17,NW,2.68,0,0,96,375
2013,11,7,15,3,37,31,43,-14,12,1019,14,SE,19.67,0,0,35,376
2011,6,25,7,2,,,,16,64,1013,23,NW,5.37,0,0,22,377
2012,4,10,3,1,,,,7,51,1009,17,SE,7.15,0,0,107,378
2015,2,16,3,4,291,270,250,-7,68,1019,-2,cv,0.89,0,0,252,379
2014,1,19,22,4,17,17,25,-22,14,1026,2,NW,38.89,0,0,16,380
2010,6,10,11,2,,,,15,68,1014,21,NW,24.14,0,0,34,381
2011,3,8,8,1,,,,-16,21,1024,4,NW,178.37,0,0,19,382
2013,9,27,10,3,163,141,159,10,63,1013,17,NE,1.79,0,0,159,383
2012,9,3,3,3,,,,10,59,1012,18,NE,11.17,0,0,5,384
2015,5,9,3,1,39,54,40,6,62,1017,13,SE,49.63,0,0,39,385
2015,3,17,14,1,115,113,112,-5,21,1019,17,SE,18.77,0,0,93,386
2010,8,2,21,2,,,,16,57,1006,25,SE,16.99,0,0,52,387
2010,10,11,11,3,,,,6,48,1018,17,NE,16.99,0,0,4,388
2014,2,4,11,4,9,8,6,-34,6,1032,-2,NW,71.08,0,0,11,389
2011,8,17,1,2,,,,22,94,1006,23,SE,1.79,0,0,67,390
2012,12,14,10,4,,,,-1,92,1025,0,NW,94.35,0.3,6.4,240,391
2012,10,25,22,3,,,,10,81,1019,13,SE,2.68,0,0,293,392
2010,11,28,2,3,,,,-14,45,1025,-4,SE,5.37,0,0,74,393
2015,9,19,14,3,15,,10,8,26,1016,29,cv,3.57,0,0,7,394
2013,5,17,7,1,105,128,118,11,67,1013,17,SE,1.79,0,0,112,395
2015,10,8,23,3,38,28,,-3,28,1015,15,NW,4.02,0,0,37,396
2013,8,28,3,2,32,47,33,18,73,1002,23,SE,48.27,0.3,0.3,49,397
2011,4,17,16,1,,,,-8,17,1013,17,NW,130.06,0,0,93,398
2013,9,30,7,3,110,,99,15,82,1020,18,SE,2.68,0,0,98,399
2013,11,14,10,3,20,17,19,-12,18,1020,11,NW,8.94,0,0,14,400
2014,12,10,5,4,229,271,309,-7,92,1027,-6,cv,0.89,0,0,311,401
2011,1,24,2,4,,,,-21,40,1034,-10,NW,268.68,0,0,19,402
2013,6,2,20,2,140,137,121,17,64,1002,24,SE,44.26,0,0,111,403
2015,5,5,10,1,78,,56,3,30,1005,21,cv,1.79,0,0,87,404
2014,5,23,19,1,52,59,54,12,33,1009,30,SE,59.9,0,0,61,405
2010,3,1,16,1,,,,-5,74,1020,-1,SE,53.21,0,0,75,406
2011,6,23,22,2,,,,19,93,1004,20,SE,10.28,0,0,29,407
2015,4,12,22,1,14,11,16,-3,56,1031,5,NE,7.15,0,0,15,408
2010,9,6,9,3,,,,20,73,1011,25,NW,1.79,0,0,131,409
2011,9,13,10,3,,,,18,88,1013,20,SE,9.84,0,0,120,410
2010,8,12,5,2,,,,20,94,1003,21,SE,0.89,0,0,111,411
2013,5,4,16,1,66,67,58,0,19,1014,25,SE,36.2,0,0,65,412
2014,12,27,0,4,170,235,163,-10,67,1030,-5,NW,1.79,0,0,194,413
2015,8,12,19,2,86,88,86,22,58,1004,31,SE,21.01,0,0,91,414
2012,2,27,11,4,,,,-6,63,1026,0,SE,11.62,0,0,228,415
2013,1,21,6,4,134,,164,-5,92,1028,-4,NW,8.94,0,0,154,416
2013,6,6,14,2,,131,136,19,100,1010,19,cv,0.89,0,0,140,417
2015,5,22,2,1,37,40,40,9,59,1010,17,cv,0.89,0,0,41,418
2014,12,25,14,4,12,13,13,-14,22,1031,6,NE,1.79,0,0,8,419
2012,1,30,9,4,,,,-12,67,1034,-7,cv,2.24,0,0,112,420
2011,11,13,14,3,,,,-15,15,1024,10,NE,3.13,0,0,19,421
2011,12,28,7,4,,,,-12,67,1030,-7,NW,28.6,0,0,187,422
2013,9,23,8,3,7,6,3,9,67,1017,15,NW,31.73,0.2,0.2,6,423
2012,10,26,20,3,,,,12,87,1017,14,NW,5.81,0,0,307,424
2012,12,4,7,4,,,,-12,78,1022,-9,NE,2.67,0,0,82,425
2013,11,1,10,3,147,149,161,3,66,1028,9,cv,0.89,0,0,166,426
2014,6,21,22,2,23,17,13,17,88,1009,19,NW,6.71,0,0,15,427
2013,5,3,11,1,54,60,66,7,45,1018,19,cv,3.57,0,0,61,428
2015,2,26,1,4,19,25,17,-16,30,1024,-1,NW,8.04,0,0,18,429
2015,10,31,1,3,69,,81,-2,74,1033,2,cv,0.89,0,0,81,430
2013,7,23,12,2,24,44,28,16,42,1000,30,SE,3.13,0,0,24,431
2010,1,14,23,4,,,,-18,38,1033,-6,NE,8.05,0,0,36,432
2013,7,18,13,2,203,256,212,22,78,1004,26,SE,23.24,0,0,163,433
2011,3,15,13,1,,,,-20,12,1026,7,NW,274.47,0,0,23,434
2012,2,16,16,4,,,,-22,16,1028,1,NW,95.22,0,0,16,435
2012,11,30,5,3,,,,-18,30,1028,-3,NE,22.8,0,0,17,436
2013,2,18,15,4,31,,29,-19,16,1025,4,SE,7.15,0,0,38,437
2012,5,15,12,1,,,,-5,12,1004,26,NW,38.46,0,0,38,438
2013,1,8,18,4,,,,-21,25,1031,-4,NW,63.03,0,0,18,439
2010,5,22,16,1,,,,12,34,1004,29,SE,12.07,0,0,127,440
2010,12,13,14,4,,,,-24,18,1029,-3,NE,105.93,0,0,18,441
2011,4,12,8,1,,,,-4,32,1016,12,cv,0.89,0,0,101,442
2014,5,26,19,1,24,28,38,1,12,993,34,SE,4.92,0,0,28,443
2012,12,7,18,4,,,,-17,28,1023,-1,NW,27.71,0,0,16,444
2011,4,1,16,1,,,,-7,29,1028,10,NW,12.07,0,0,34,445
2014,2,6,10,4,117,126,125,-12,42,1032,-1,NW,3.58,0,0,150,446
2014,11,5,9,3,18,125,73,3,61,1018,10,NW,10.29,0,0,90,447
2012,12,7,16,4,,,,-19,22,1022,0,NW,16.09,0,0,102,448
2014,1,7,20,4,26,23,29,-19,24,1030,-1,NW,12.07,0,0,24,449
2015,12,3,21,4,15,,15,-13,39,1028,-1,NW,149.32,0,0,14,450
2013,10,27,21,3,314,307,281,4,75,1017,8,SE,0.89,0,0,347,451
2010,3,26,18,1,,,,-11,17,1014,13,SE,39.79,0,0,84,452
2010,5,6,13,1,,,,1,19,1005,26,NW,59.88,0,0,14,453
2014,1,26,6,4,20,42,21,-10,58,1033,-3,SE,7.16,0,0,26,454
2013,12,23,11,4,63,35,58,-16,21,1032,4,NE,8.94,0,0,47,455
2011,10,22,20,3,,,,13,93,1016,14,SE,1.79,0,0,408,456
2010,12,31,6,4,,,,-24,30,1029,-10,NW,409.05,0,0,16,457
2015,4,20,19,1,116,107,113,0,27,1011,19,SE,42.92,,,116,458
2013,2,22,4,4,118,,140,-7,73,1028,-3,NW,11.62,0,0,222,459
2014,8,11,0,2,80,82,78,19,73,1004,24,NW,1.79,0,0,65,460
2015,10,4,7,3,64,,60,11,93,1024,12,cv,1.78,0,0,55,461
2015,1,3,16,4,166,196,163,-15,25,1014,3,SE,1.79,0,0,193,462
2012,4,17,9,1,,,,3,41,1012,16,SE,75.54,0,0,130,463
2014,1,19,3,4,115,86,106,-8,63,1028,-2,SE,24.58,0,0,112,464
2012,5,31,0,1,,,,7,58,1018,15,cv,2.23,0,0,67,465
2015,4,29,12,1,121,,124,14,50,1013,25,SE,3.13,0,0,115,466
2013,2,4,19,4,24,,17,-12,49,1029,-3,SE,6.7,0,0,31,467
2010,8,31,15,2,,,,20,65,1010,27,SE,15.21,0,0,80,468
2011,8,27,20,2,,,,18,78,1012,22,cv,0.89,0,0,52,469
2015,9,27,18,3,31,,28,15,64,1013,22,NE,0.89,0,0,35,470
2015,4,3,1,1,18,27,21,4,61,1006,11,NE,3.13,0,0,20,471
2014,8,11,21,2,29,32,21,12,31,1004,31,NW,1.79,0,0,27,472
2010,1,3,22,4,,,,-11,85,1023,-9,NW,11.17,0,0,73,473
2014,5,10,13,1,59,60,64,8,48,1016,19,SE,1.79,0,0,63,474
2011,9,15,23,3,,,,18,88,1011,20,NE,12.52,0,0,36,475
2014,6,2,18,2,39,30,25,12,41,1009,26,cv,0.89,0,0,32,476
2014,4,10,21,1,62,85,67,-2,30,1021,15,cv,1.78,0,0,72,477
2015,3,7,2,1,346,327,294,-6,74,1017,-2,NE,0.89,0,0,281,478
2014,8,24,19,2,18,30,19,17,54,1007,27,SE,8.05,0,0,17,479
2013,1,31,9,4,139,,162,-2,100,1026,-2,NE,0.89,0,0,178,480
2012,9,17,16,3,,,,7,28,1010,27,SE,1.79,0,0,18,481
2010,10,15,6,3,,,,-1,43,1019,11,NW,129.19,0,0,48,482
2013,7,8,2,2,52,53,64,22,94,1001,23,cv,0.89,13.3,40.6,64,483
2012,9,16,14,3,,,,8,30,1019,27,cv,5.35,0,0,41,484
2015,3,21,10,1,6,9,15,-20,6,1021,16,NW,57.68,0,0,14,485
2014,7,2,1,2,32,32,27,20,94,1004,21,cv,2.67,0.1,23.6,34,486
2011,10,13,1,3,,,,14,93,1014,15,SE,8.95,0,0,248,487
2011,6,14,7,2,,,,16,60,1004,24,SE,5.37,0,0,133,488
2013,2,8,8,4,14,,14,-22,36,1039,-10,NW,13.42,0,0,26,489
2011,7,16,2,2,,,,20,83,1005,23,SE,41.14,0,0,77,490
2015,8,14,6,2,92,153,121,23,94,1003,24,NE,1.78,0,0,129,491
2014,10,18,18,3,239,,262,12,72,1015,17,NE,0.89,0,0,272,492
2012,9,25,20,3,,,,14,87,1020,16,NW,8.94,0.4,42.4,12,493
2013,5,25,6,1,35,57,49,14,82,1012,17,NW,0.89,0,0,44,494
2015,9,8,3,3,65,,49,17,93,1014,18,cv,1.78,0,0,56,495
2013,3,9,9,1,151,142,130,-3,48,1000,7,NW,12.07,0,0,141,496
2013,12,25,14,4,112,39,97,-14,20,1024,7,NW,38.01,0,0,58,497
2015,9,12,9,3,3,,3,5,37,1019,20,NW,75.55,0,0,4,498
2011,3,5,3,1,,,,-7,41,1017,5,SE,47.38,0,0,74,499
2013,9,26,11,3,50,46,44,4,32,1018,21,SE,6.71,0,0,48,500
2011,1,28,15,4,,,,-21,20,1034,-1,NW,45.15,0,0,12,501
2010,3,6,17,1,,,,-10,43,1031,1,SE,3.13,0,0,99,502
2011,7,3,1,2,,,,23,94,1001,24,SE,4.47,0,0,195,503
2010,2,8,2,4,,,,-7,92,1020,-6,SE,0.89,0,0,185,504
2010,3,10,2,1,,,,-12,62,1027,-6,NW,2.68,0,0,61,505
2014,10,1,11,3,76,94,91,9,67,1017,15,NW,3.13,0,0,91,506
2015,2,4,10,4,14,11,11,-17,22,1033,2,NW,171.23,0,0,15,507
2010,5,9,5,1,,,,6,51,1006,16,NW,19.67,0,0,100,508
2011,6,28,0,2,,,,18,69,1001,24,SE,33.08,0,0,94,509
2014,6,28,0,2,31,23,25,14,53,1007,24,NW,1.79,0,0,22,510
2015,11,27,14,3,312,,313,-9,54,1024,-1,cv,2.67,0,0,310,511
2011,10,16,9,3,,,,2,34,1014,18,NE,4.02,0,0,10,512
2013,2,20,22,4,44,,88,-14,42,1029,-3,SE,4.91,0,0,76,513
2013,2,4,9,4,12,,16,-15,42,1032,-4,NE,3.13,0,0,15,514
2011,8,28,22,2,,,,20,88,1009,22,cv,1.78,0,0,69,515
2011,8,17,6,2,,,,22,100,1006,22,NE,0.89,0,0,74,516
2012,6,3,5,2,,,,19,93,1007,20,cv,0.89,0,0,248,517
2015,2,10,9,4,140,118,131,-16,28,1018,0,NW,29.51,0,0,97,518
2013,4,4,7,1,82,60,77,-4,39,1015,9,cv,0.89,0,0,89,519
2015,2,9,13,4,89,87,90,-22,12,1027,4,cv,0.89,0,0,82,520
2012,5,8,16,1,,,,4,18,1006,31,SE,1.79,0,0,71,521
2010,4,22,8,1,,,,6,81,1021,9,NW,18.33,0.2,0.6,48,522
2012,6,5,17,2,,,,11,26,1002,33,SE,11.17,0,0,52,523
2011,10,23,0,3,,,,12,93,1016,13,cv,0.89,0,0,414,524
2014,1,18,0,4,182,94,83,-22,16,1032,1,NW,54.52,0,0,19,525
2012,1,1,1,4,,,,-13,78,1031,-10,NW,1.79,0,0,215,526
2012,11,6,8,3,,,,1,86,1023,3,NW,1.79,0,0,66,527
2011,12,7,20,4,,,,-14,33,1036,0,NW,93.88,0,0,11,528
2010,9,19,4,3,,,,13,87,1014,15,NE,1.79,0,0,55,529
2015,3,8,7,1,251,234,212,-4,74,1019,0,cv,0.89,0,0,238,530
2011,12,15,13,4,,,,-19,22,1034,0,NW,46.5,0,0,16,531
2014,5,8,4,1,146,111,115,9,93,1015,10,SE,6.7,0,0,125,532
2014,11,26,9,3,146,269,207,0,93,1016,1,cv,0.89,0,0,201,533
2013,12,2,9,4,59,78,73,-12,34,1020,2,NW,9.39,0,0,76,534
2014,3,28,17,1,113,138,137,6,37,1006,21,SE,12.06,0,0,142,535
2010,12,26,1,4,,,,-19,55,1020,-12,NW,5.37,0,0,41,536
2013,8,31,5,2,15,72,26,10,76,1012,14,NW,8.05,0,0,18,537
2012,9,11,12,3,,,,18,69,1010,24,SE,11.18,0,0,92,538
2013,8,6,15,2,150,182,168,24,62,998,32,SE,4.92,0,0,128,539
2010,5,6,4,1,,,,0,43,1008,12,NW,4.02,0,0,13,540
2012,10,17,8,3,,,,-3,42,1022,9,NW,1.79,0,0,22,541
2014,12,14,3,4,70,142,135,-14,61,1027,-8,NW,1.79,0,0,107,542
2013,11,4,14,3,24,27,37,-7,17,1027,18,SE,4.92,0,0,25,543
2014,3,17,11,1,51,39,38,-10,15,1012,16,NW,20.12,0,0,36,544
2011,5,17,14,1,,,,15,57,997,24,SE,23.25,0,0,158,545
2015,9,9,22,3,10,,3,14,68,1022,20,NE,54.54,0,0,9,546
2013,11,25,9,3,13,8,14,-19,16,1020,4,NW,110.87,0,0,27,547
2012,9,15,17,3,,,,6,29,1019,25,SE,6.26,0,0,24,548
2011,9,3,2,3,,,,19,88,1011,21,NE,1.79,0,0,60,549
2013,3,4,23,1,74,,69,-13,20,1022,8,SE,31.29,0,0,80,550
2014,9,28,9,3,71,77,72,13,72,1018,18,cv,0.89,0,0,82,551
2013,11,25,19,3,34,14,13,-21,12,1018,6,NW,177.93,0,0,96,552
2011,12,4,9,4,,,,-6,74,1029,-2,cv,0.89,0,0,54,553
2015,8,7,12,2,122,124,113,24,74,1013,29,SE,1.79,0,0,97,554
2015,5,23,9,1,137,149,133,13,50,1009,24,cv,2.68,0,0,115,555
2014,4,16,6,1,33,58,37,1,46,1015,12,cv,0.89,0,0,45,556
2010,7,1,17,2,,,,19,78,1000,23,NE,7.15,0,0,46,557
2015,7,25,19,2,141,110,122,22,58,999,31,SE,21.45,0,0,113,558
2010,10,17,18,3,,,,-3,45,1028,8,cv,0.89,0,0,64,559
2012,1,27,1,4,,,,-18,28,1023,-2,NE,10.73,0,0,25,560
2014,1,31,3,4,199,169,194,-7,68,1021,-2,SE,46.5,0,0,209,561
2015,11,4,8,3,211,220,218,4,93,1024,5,NE,3.56,0,0,207,562
2010,4,7,2,1,,,,-9,38,1024,4,cv,1.34,0,0,87,563
2011,5,19,18,1,,,,5,31,1009,23,SE,17.87,0.1,0.1,15,564
2010,1,20,10,4,,,,-11,40,1032,1,NW,63.04,0,0,29,565
2014,1,23,6,4,211,251,,-15,57,1018,-8,NW,0.89,0,0,239,566
2014,5,22,6,1,,,,17,82,1006,20,SE,0.89,0,0,249,567
2013,11,7,5,3,8,13,7,-11,26,1022,7,NW,146.19,0,0,15,568
2011,6,12,21,2,,,,13,41,1006,27,SE,17.44,0,0,34,569
2015,7,20,17,2,96,81,75,22,65,1005,29,SE,4.92,0,0,64,570
2011,7,20,12,2,,,,22,83,1003,25,cv,0.89,0,0,21,571
2013,1,7,11,4,,,,-16,41,1026,-5,cv,0.89,0,0,89,572
2014,6,4,22,2,59,49,55,14,44,1005,27,NW,1.79,0,0,54,573
2012,3,25,15,1,,,,-11,15,1021,15,SE,10.28,0,0,35,574
2014,2,11,6,4,94,85,101,-17,66,1029,-12,NW,3.58,0,0,100,575
2010,12,1,18,4,,,,-1,86,1011,1,NE,1.79,0,0,271,576
2015,9,8,11,3,53,,70,17,54,1015,27,cv,5.35,0,0,44,577
2012,6,12,23,2,,,,10,46,1000,22,NE,20.12,0,0,11,578
2010,3,25,19,1,,,,-12,26,1022,6,cv,0.89,0,0,29,579
2010,9,2,6,3,,,,18,82,1015,21,NW,10.73,0,0,36,580
2012,7,3,22,2,,,,19,51,997,30,SE,19.68,0,0,103,581
2011,11,11,15,3,,,,1,46,1013,12,cv,0.89,0,0,152,582
2010,8,2,8,2,,,,18,69,1011,24,cv,2.67,0,0,114,583
2014,3,23,4,1,113,126,120,-7,36,1025,7,cv,0.89,0,0,147,584
2012,8,11,14,2,,,,22,74,1005,27,cv,0.89,0,0,79,585
2013,9,5,0,3,31,12,18,16,88,1015,18,NW,8.05,2.1,4.9,19,586
2014,4,2,8,1,167,177,175,5,51,1013,15,NE,4.47,0,0,163,587
2015,12,19,12,4,110,,117,-5,59,1036,2,cv,2.67,,,113,588
2010,3,19,12,1,,,,3,86,1002,5,NE,1.79,0,0,250,589
2015,5,29,4,1,96,54,70,17,77,1005,21,SE,0.89,0.5,0.5,74,590
2010,4,22,18,1,,,,4,57,1020,12,NW,6.26,0,0,26,591
2013,6,3,21,2,123,164,115,16,60,1006,24,cv,1.78,0,0,150,592
2013,11,13,18,3,268,249,264,-1,65,1018,5,NW,1.79,0,0,283,593
2012,2,7,2,4,,,,-28,21,1034,-10,NW,265.97,0,0,7,594
2013,2,21,19,4,239,,227,-5,79,1026,-2,cv,0.89,0,0,278,595
2012,1,13,16,4,,,,-13,27,1026,4,SE,7.15,0,0,39,596
2010,1,16,7,4,,,,-15,72,1034,-11,NW,4.47,0,0,102,597
2013,8,18,8,2,10,18,14,14,42,1009,28,NE,4.02,0,0,16,598
2014,8,18,23,2,75,64,64,16,54,1012,26,SE,40.23,0,0,74,599
2014,1,30,1,4,216,183,196,-10,58,1014,-3,cv,2.67,0,0,218,600
2014,11,15,0,3,82,167,143,-9,43,1028,2,NE,1.79,0,0,182,601
2014,7,24,21,2,60,73,57,19,65,1007,26,SE,13.42,0,0,63,602
2011,10,11,10,3,,,,9,52,1026,19,cv,2.68,0,0,87,603
2012,10,11,12,3,,,,4,37,1016,19,SE,9.84,0,0,139,604
2010,12,23,23,4,,,,-25,28,1040,-10,NE,6.26,0,0,32,605
2015,2,11,18,4,16,16,19,-16,20,1016,5,cv,0.89,0,0,16,606
2010,8,16,23,2,,,,18,61,1007,26,SE,38.88,0,0,76,607
2014,12,29,14,4,9,4,20,-14,15,1011,11,NW,17.43,0,0,28,608
2010,12,19,6,4,,,,-12,49,1014,-3,NW,1.79,0,0,105,609
2011,11,24,3,3,,,,-10,73,1029,-6,NE,2.68,0,0,118,610
2012,11,5,10,3,,,,-3,42,1020,9,NW,355.85,0,0,24,611
2010,2,12,20,4,,,,-19,32,1032,-5,cv,0.89,0,0,58,612
2015,4,6,4,1,15,23,14,-11,30,1029,5,NE,4.92,,,16,613
2015,7,25,8,2,107,95,95,21,73,1002,26,cv,2.23,0,0,69,614
2010,9,12,18,3,,,,16,48,1009,28,SE,11.63,0,0,123,615
2010,2,10,17,4,,,,-23,16,1030,-1,NE,24.58,0,0,8,616
2010,3,19,13,1,,,,3,86,1001,5,cv,0.89,0,0,232,617
2011,11,4,8,3,,,,10,87,1024,12,NE,1.78,0,0,90,618
2015,3,11,8,1,26,49,34,-19,19,1026,2,NE,4.02,0,0,31,619
2015,4,16,14,1,10,11,225,-11,11,1011,20,NW,204.3,0,0,3,620
2014,3,22,18,1,20,20,19,-21,4,1018,21,NE,27.27,0,0,17,621
2011,12,29,8,4,,,,-12,62,1039,-6,SE,11.63,0,0,40,622
2015,3,20,7,1,27,32,28,-11,24,1020,8,NW,17,0,0,33,623
2011,9,14,23,3,,,,17,93,1010,18,cv,1.78,0,0,204,624
2015,12,2,6,4,6,10,3,-11,40,1021,1,NW,24.14,0,0,6,625
2012,2,6,14,4,,,,-25,15,1027,-2,NW,124.27,0,0,23,626
2015,12,14,9,4,242,,332,0,100,1024,0,NE,0.89,0,0,346,627
2015,1,31,5,4,11,16,13,-21,27,1039,-5,NE,8.05,0,0,9,628
2013,10,17,21,3,178,178,164,4,70,1025,9,cv,0.89,0,0,206,629
2011,12,25,18,4,,,,-13,45,1034,-3,NE,2.68,0,0,136,630
2012,5,16,20,1,,,,-3,14,1001,26,NW,158.67,0,0,38,631
2014,10,4,13,3,74,89,88,14,93,1019,15,cv,0.89,0,0,105,632
2014,5,4,13,1,81,9,30,-12,11,1016,18,NW,242.73,0,0,52,633
2012,4,3,11,1,,,,-15,12,1017,13,SE,14.75,0,0,34,634
2012,1,7,22,4,,,,-6,85,1036,-4,cv,0.89,0,0,191,635
2013,6,13,1,2,,121,79,15,82,1008,18,cv,0.89,0,0,110,636
2012,11,2,3,3,,,,3,93,1020,4,cv,0.89,0,0,126,637
2013,10,29,6,3,22,16,23,0,80,1027,3,cv,1.78,0,0,20,638
2015,12,4,6,4,6,,12,-13,42,1027,-2,NW,207,0,0,5,639
2014,1,27,3,4,96,93,96,-10,73,1019,-6,cv,0.45,0,0,111,640
2012,1,27,8,4,,,,-21,27,1028,-5,NE,4.02,0,0,21,641
2012,9,29,1,3,,,,-1,35,1019,14,NW,253.93,0,0,8,642
2011,3,26,16,1,,,,-13,13,1024,15,cv,5.81,0,0,23,643
2013,8,11,13,2,,294,248,25,66,1005,32,SE,11.18,0,0,167,644
2012,10,15,19,3,,,,7,66,1020,14,cv,81.88,0,0,113,645
2014,10,30,1,3,116,,230,7,76,1023,11,SE,2.67,0,0,214,646
2014,1,7,7,4,181,184,185,-7,85,1025,-5,NW,12.07,0,0,205,647
2012,6,20,23,2,,,,20,73,1004,25,SE,33.08,0,0,185,648
2014,2,23,15,4,211,249,260,-6,51,1030,3,cv,4.45,0,0,336,649
2010,7,22,15,2,,,,23,55,1007,33,SE,8.05,0,0,130,650
2013,1,20,11,4,72,,76,-3,92,1031,-2,NE,1.79,0,0,100,651
2014,9,27,16,3,10,23,9,8,33,1015,25,SE,1.79,0,0,16,652
2012,2,29,6,4,,,,-8,85,1021,-6,NW,0.89,0,0,184,653
2014,5,16,5,1,74,87,79,7,62,1004,14,NE,1.79,0,0,89,654
2015,4,2,20,1,17,16,17,5,58,1001,13,NW,1.79,0,0,18,655
2015,8,30,23,2,56,,42,19,88,1012,21,NW,1.79,0,0,44,656
2015,1,13,2,4,208,194,194,-9,73,1034,-5,NE,0.89,0,0,179,657
2015,10,12,12,3,11,,5,-2,17,1021,24,NW,20.56,0,0,7,658
2015,10,7,11,3,354,,354,17,73,1015,22,cv,1.78,0,0,286,659
2011,7,1,18,2,,,,23,83,1001,26,cv,0.89,0,0,117,660
2010,3,23,10,1,,,,-7,29,1024,10,SE,8.94,0,0,59,661
2013,5,30,11,1,87,89,88,7,23,1007,30,cv,1.79,0,0,66,662
2012,12,20,13,4,,,,-7,68,1030,-2,cv,2.67,0,0,251,663
2013,9,20,8,3,35,40,39,16,73,1017,21,NW,24.58,0,0,38,664
2010,9,20,18,3,,,,15,82,1013,18,NE,12.07,0.6,0.6,34,665
2012,3,28,12,1,,,,-6,17,1026,19,SE,15.65,0,0,51,666
2011,8,20,23,2,,,,20,88,1012,22,SE,1.79,0,0,60,667
2012,4,20,1,1,,,,10,76,1014,14,NW,4.47,0,0,174,668
2015,8,4,16,2,12,15,10,18,43,999,32,SE,12.97,0,0,18,669
2014,9,11,23,3,113,96,95,18,82,1014,21,NW,4.92,0,0,121,670
2010,6,27,9,2,,,,16,57,1005,25,SE,3.13,0,0,153,671
2011,5,31,3,1,,,,6,35,1001,22,NW,11.17,0,0,17,672
2015,1,26,12,4,7,,8,-8,41,1030,4,NW,44.26,0,0,11,673
2010,12,22,5,4,,,,-9,58,1014,-2,NW,16.99,0,0,263,674
2010,9,16,16,3,,,,20,73,1009,25,SE,88.98,0,0,262,675
2015,6,6,19,2,46,16,26,15,57,1004,24,NW,16.54,0,0,27,676
2015,5,11,5,1,31,34,28,8,93,1011,9,cv,0.89,0,0,34,677
2010,10,29,12,3,,,,-2,25,1028,18,NW,16.54,0,0,34,678
2013,10,7,7,3,226,159,134,12,87,1022,14,NW,11.18,0,0,160,679
2012,12,22,6,4,,,,-18,44,1035,-8,NE,16.98,0,0,25,680
2015,7,9,23,2,35,,25,15,50,1012,26,SE,38.88,0,0,26,681
2012,5,17,20,1,,,,8,40,1006,22,SE,44.7,0,0,27,682
2012,11,24,19,3,,,,-6,63,1019,0,SE,11.63,0,0,221,683
2015,12,25,22,4,479,450,411,-4,92,1017,-3,cv,0.89,0,0,475,684
2012,5,12,18,1,,,,11,52,1008,21,SE,19.66,0,0,80,685
2011,9,22,2,3,,,,9,81,1014,12,NW,6.26,0,0,59,686
2010,5,17,2,1,,,,13,93,1012,14,cv,0.89,0,0,44,687
2010,2,12,10,4,,,,-22,24,1037,-5,NE,7.15,0,0,21,688
