year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_US_Post,No,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan
2015,2,21,10,4,0.0,93.0,1016.0,1.0,2,0.0033479846628635557,0.0,0.0,231,216,261.0,219.0,227.0
2013,11,20,4,3,-10.0,58.0,1023.0,-3.0,1,0.01756289161133452,0.0,0.0,71,217,55.0,107.0,107.0
2014,3,19,13,1,-6.0,31.0,1023.0,10.0,1,0.020910876274198072,0.0,0.0,74,218,71.0,66.0,68.0
2011,3,4,0,1,-13.0,29.0,1025.0,3.0,1,0.011708594407556346,0.0,0.0,48,219,37.0,52.0,33.0
2014,3,26,4,1,4.0,66.0,1010.0,10.0,4,0.003329280837931357,0.0,0.0,275,220,241.0,239.0,227.0
2015,10,17,19,3,13.0,93.0,1018.0,14.0,4,0.008323202094828393,0.0,0.0,347,221,366.0,168.0,367.0
2010,12,22,16,4,-16.0,18.0,1020.0,6.0,1,0.13212381932105116,0.0,0.0,13,222,12.0,10.0,11.0
2010,12,23,17,4,-27.0,20.0,1036.0,-8.0,3,0.009202281866641729,0.0,0.0,21,223,16.0,26.0,19.0
2014,2,9,19,4,-20.0,25.0,1035.0,-3.0,1,0.022575516693163752,0.0,0.0,15,224,15.0,9.0,11.0
2013,4,6,7,1,-3.0,64.0,1020.0,3.0,1,0.0066959693257271115,0.0,0.0,17,225,15.0,19.0,5.0
2014,8,31,2,2,20.0,94.0,1013.0,21.0,4,0.003329280837931357,0.1,0.1,139,226,109.0,110.0,96.0
2011,6,4,21,2,7.0,33.0,1007.0,24.0,2,0.0727204713363883,0.0,0.0,24,227,22.0,23.0,22.0
2012,3,4,0,1,-6.0,68.0,1027.0,-1.0,2,0.10868792668100627,0.0,0.0,107,228,91.0,94.0,91.0
2012,4,17,13,1,4.0,28.0,1007.0,23.0,2,0.01672121948938558,0.0,0.0,121,229,109.0,111.0,102.0
2015,6,25,14,2,18.0,57.0,1000.0,27.0,2,0.01756289161133452,0.0,0.0,46,230,62.0,56.0,59.0
2012,6,6,18,2,14.0,44.0,1000.0,27.0,1,0.03175909473487328,0.0,0.0,49,231,49.0,46.0,47.0
2014,9,17,20,3,12.0,63.0,1021.0,19.0,2,0.027606845599925184,0.0,0.0,49,232,42.0,37.0,43.0
2010,9,21,1,3,14.0,93.0,1014.0,15.0,3,0.06522023753857664,5.1,13.7,11,233,12.0,16.0,12.0
2014,6,19,12,2,18.0,61.0,1005.0,26.0,2,0.03593004769475358,0.0,0.0,116,234,169.0,146.0,145.0
2015,12,13,9,4,-5.0,86.0,1029.0,-3.0,1,0.0016646404189656786,0.0,0.0,74,235,63.0,206.0,74.0
2012,7,9,13,2,24.0,78.0,1002.0,28.0,2,0.012550266529505284,0.0,0.0,106,236,132.0,149.0,132.0
2011,4,18,22,1,-5.0,30.0,1018.0,12.0,4,0.0016646404189656786,0.0,0.0,54,237,53.0,53.0,48.0
2010,7,9,22,2,20.0,94.0,1006.0,21.0,2,0.00751893762274385,12.1,29.2,58,238,58.0,57.0,51.0
2014,4,19,14,1,3.0,47.0,1021.0,14.0,2,0.04432806508931077,0.0,0.0,46,239,47.0,45.0,43.0
2012,7,6,12,2,22.0,78.0,1002.0,26.0,4,0.003329280837931357,0.0,0.0,155,240,189.0,169.0,175.0
2013,5,11,7,1,8.0,55.0,995.0,17.0,4,0.0016646404189656786,0.0,0.0,106,241,162.0,100.0,91.0
2010,6,1,19,2,15.0,57.0,1014.0,24.0,3,0.00751893762274385,1.4,1.4,115,242,121.0,137.0,106.0
2011,9,22,20,3,10.0,67.0,1015.0,16.0,4,0.0016646404189656786,0.0,0.0,60,243,59.0,62.0,51.0
2013,11,18,11,3,-19.0,13.0,1028.0,7.0,1,0.3762835499859722,0.0,0.0,7,244,7.0,3.0,7.0
2015,1,16,9,4,-17.0,24.0,1028.0,1.0,1,0.03763209576358366,0.0,0.0,17,245,12.0,3.0,11.0
2014,11,3,0,3,-3.0,64.0,1022.0,3.0,4,0.004993921256897036,0.0,0.0,22,246,15.0,25.0,21.0
2013,4,24,19,1,-4.0,22.0,1008.0,18.0,1,0.1111942392219209,0.0,0.0,18,247,22.0,16.0,17.0
2015,6,17,5,2,17.0,77.0,1003.0,21.0,1,0.030094454315907605,0.0,0.0,51,248,61.0,41.0,57.0
2014,12,25,2,4,-14.0,31.0,1034.0,1.0,1,0.15802861685214625,0.0,0.0,10,249,13.0,15.0,19.0
2011,2,13,5,4,-8.0,92.0,1029.0,-7.0,3,0.0033479846628635557,0.2,2.1,61,250,55.0,62.0,54.0
2013,11,4,22,3,-1.0,56.0,1026.0,7.0,4,0.0016646404189656786,0.0,0.0,129,251,118.0,131.0,95.0
2013,4,4,3,1,-4.0,42.0,1015.0,8.0,2,0.14299074160665856,0.0,0.0,48,252,38.0,58.0,47.0
2013,9,11,16,3,11.0,32.0,1012.0,29.0,2,0.03847376788553259,0.0,0.0,72,253,67.0,59.0,60.0
2012,6,23,0,2,20.0,83.0,1004.0,23.0,4,0.0016646404189656786,0.0,0.0,138,254,131.0,149.0,136.0
2014,11,19,14,3,0.0,56.0,1020.0,8.0,2,0.0066959693257271115,0.0,0.0,399,255,311.0,416.0,406.0
2014,9,20,14,3,16.0,50.0,1009.0,27.0,2,0.0033479846628635557,0.0,0.0,89,256,111.0,105.0,104.0
2014,11,8,2,3,-3.0,86.0,1030.0,-1.0,1,0.0066959693257271115,0.0,0.0,79,257,67.0,84.0,62.0
2010,4,14,10,1,-16.0,16.0,1030.0,8.0,3,0.012550266529505284,0.0,0.0,42,258,40.0,40.0,38.0
2014,2,10,15,4,-21.0,20.0,1032.0,-1.0,2,0.010043953988590667,0.0,0.0,24,259,23.0,18.0,25.0
2010,11,6,1,3,3.0,93.0,1018.0,4.0,4,0.0016646404189656786,0.0,0.0,221,260,201.0,211.0,201.0
2013,7,18,20,2,22.0,78.0,1003.0,26.0,2,0.08609370616291032,0.0,0.0,99,261,110.0,98.0,106.0
2011,1,20,1,4,-22.0,39.0,1034.0,-11.0,1,0.010866922285607407,0.0,0.0,20,262,33.0,26.0,18.0
2012,2,19,23,4,-18.0,35.0,1022.0,-5.0,4,0.004993921256897036,0.0,0.0,65,263,51.0,68.0,53.0
2013,1,21,8,4,-7.0,92.0,1029.0,-6.0,1,0.025923501356027306,0.0,0.0,198,264,144.0,144.0,148.0
2010,11,7,17,3,-7.0,29.0,1020.0,10.0,1,0.21320490040213225,0.0,0.0,10,265,8.0,9.0,7.0
2015,5,1,20,1,13.0,93.0,1011.0,14.0,3,0.00751893762274385,0.6,5.7,30,266,38.0,240.0,34.0
2010,7,10,0,2,20.0,94.0,1006.0,21.0,1,0.0033479846628635557,0.9,37.6,40,267,34.0,40.0,35.0
2014,11,7,14,3,-6.0,34.0,1031.0,9.0,4,0.009987842513794072,0.0,0.0,33,268,24.0,37.0,31.0
2012,10,11,20,3,8.0,71.0,1013.0,13.0,4,0.003329280837931357,0.0,0.0,168,269,161.0,162.0,163.0
2015,3,23,20,1,-15.0,13.0,1027.0,12.0,2,0.05182829888712242,0.0,0.0,37,270,36.0,34.0,38.0
2013,1,29,16,4,-4.0,92.0,1025.0,-3.0,2,0.015898251192368842,0.0,0.0,436,271,367.0,367.0,372.0
2013,2,26,11,4,-3.0,60.0,1020.0,4.0,1,0.09366875526045076,0.0,0.0,190,272,179.0,179.0,166.0
2015,4,19,17,1,-9.0,11.0,1013.0,22.0,4,0.005012625081829235,0.0,0.0,61,273,80.0,24.0,35.0
2012,1,25,17,4,-21.0,17.0,1020.0,1.0,1,0.05016365846815674,0.0,0.0,60,274,55.0,53.0,53.0
2013,5,22,21,1,3.0,28.0,1012.0,22.0,2,0.09363134761058638,0.0,0.0,35,275,38.0,44.0,33.0
2011,6,21,7,2,20.0,69.0,1004.0,26.0,2,0.09282708313850183,0.0,0.0,172,276,195.0,190.0,177.0
2015,4,19,13,1,-8.0,14.0,1015.0,20.0,3,0.020069204152249137,0.0,0.0,35,277,47.0,30.0,39.0
2011,1,14,16,4,-22.0,18.0,1032.0,-1.0,1,0.2148695408210979,0.0,0.0,16,278,8.0,9.0,9.0
2013,11,1,0,3,2.0,80.0,1028.0,5.0,2,0.0016646404189656786,0.0,0.0,289,279,195.0,275.0,246.0
2014,9,7,3,3,20.0,88.0,1008.0,22.0,2,0.07526419152716732,0.0,0.0,147,280,161.0,143.0,137.0
2013,3,24,10,1,-18.0,15.0,1025.0,6.0,1,0.029271486018890864,0.0,0.0,12,281,4.0,10.0,7.0
2011,8,11,23,2,24.0,83.0,1004.0,27.0,2,0.05270737865893575,0.0,0.0,123,282,134.0,153.0,137.0
2012,8,17,22,2,22.0,78.0,1007.0,26.0,2,0.09030206677265501,0.0,0.0,185,283,199.0,210.0,179.0
2010,3,10,21,1,-10.0,40.0,1017.0,2.0,2,0.05517628354998597,0.0,0.0,68,284,66.0,66.0,60.0
2011,8,25,1,2,19.0,93.0,1013.0,20.0,1,0.0066959693257271115,0.0,0.0,98,285,87.0,81.0,85.0
2012,3,11,1,1,-19.0,27.0,1036.0,-3.0,1,0.32439913962405315,0.0,0.0,6,286,9.0,8.0,7.0
2013,10,22,12,3,5.0,47.0,1021.0,16.0,2,0.015056579070419903,0.0,0.0,151,287,153.0,161.0,142.0
2014,5,11,21,1,10.0,81.0,1002.0,13.0,2,0.015056579070419903,0.0,0.0,28,288,18.0,21.0,20.0
2014,8,31,12,2,19.0,69.0,1013.0,25.0,4,0.0016646404189656786,0.0,0.0,55,289,71.0,62.0,59.0
2012,11,29,19,3,-9.0,58.0,1023.0,-2.0,2,0.0016646404189656786,0.0,0.0,71,290,65.0,68.0,65.0
2011,12,13,17,4,-2.0,86.0,1022.0,0.0,4,0.0016646404189656786,0.0,0.0,247,291,194.0,232.0,216.0
2010,7,2,8,2,19.0,69.0,1001.0,25.0,1,0.06688487795754232,0.0,0.0,29,292,27.0,24.0,33.0
2013,3,18,1,1,3.0,70.0,1002.0,8.0,1,0.0150378752454877,0.0,0.0,246,293,329.0,478.0,309.0
2013,1,27,6,4,-11.0,92.0,1029.0,-10.0,3,0.005012625081829235,0.0,0.0,312,294,239.0,239.0,241.0
2015,5,30,10,1,12.0,39.0,1009.0,27.0,2,0.005854297203778173,0.0,0.0,49,295,47.0,45.0,53.0
2010,1,30,20,4,-19.0,16.0,1019.0,4.0,1,0.1387449733470495,0.0,0.0,67,296,71.0,62.0,60.0
2015,12,22,13,4,-4.0,69.0,1028.0,1.0,4,0.004993921256897036,0.0,0.0,407,297,415.0,394.0,377.0
2010,1,9,10,4,-17.0,44.0,1029.0,-7.0,3,0.021733844571214814,0.0,0.0,66,298,60.0,59.0,56.0
2015,4,10,16,1,2.0,30.0,1016.0,20.0,2,0.025923501356027306,26.775775136867406,27.046892776071576,108,299,112.0,120.0,115.0
2013,9,27,17,3,10.0,46.0,1009.0,22.0,2,0.03095483026278874,0.0,0.0,259,300,256.0,241.0,254.0
2015,11,23,17,3,-8.0,73.0,1039.0,-4.0,4,0.003329280837931357,0.0,0.0,20,301,22.0,36.0,27.0
2013,6,16,18,2,20.0,88.0,1002.0,22.0,1,0.015056579070419903,0.0,0.0,199,302,217.0,184.0,3.0
2014,5,16,8,1,3.0,26.0,1007.0,23.0,3,0.00751893762274385,0.0,0.0,271,303,18.0,45.0,24.0
2013,2,1,23,4,-17.0,35.0,1033.0,-4.0,3,0.05100533059010568,0.0,0.0,14,304,12.0,12.0,9.0
2012,12,18,8,4,-19.0,44.0,1039.0,-9.0,4,0.0008416721219489386,0.0,0.0,37,305,23.0,50.0,32.0
2015,4,1,15,1,-6.0,26.0,1019.0,13.0,2,0.02508182923407837,0.0,0.0,37,306,40.0,40.0,36.0
2014,7,27,12,2,18.0,38.0,1009.0,34.0,2,0.005854297203778173,0.0,0.0,120,307,155.0,142.0,135.0
2015,10,6,0,3,14.0,93.0,1017.0,15.0,3,0.0016646404189656786,26.775775136867406,27.046892776071576,345,308,357.0,69.0,363.0
2011,5,22,7,1,5.0,51.0,1013.0,15.0,3,0.0066959693257271115,0.0,0.0,115,309,103.0,120.0,112.0
2014,12,18,14,4,-7.0,51.0,1027.0,2.0,2,0.0066959693257271115,0.0,0.0,163,310,121.0,163.0,142.0
2014,11,22,20,3,-5.0,45.0,1026.0,6.0,2,0.027606845599925184,0.0,0.0,123,311,79.0,147.0,110.0
2010,2,24,23,4,3.0,86.0,1010.0,5.0,4,0.0016646404189656786,0.0,0.0,164,312,139.0,154.0,126.0
2013,3,1,10,1,-25.0,13.0,1035.0,0.0,1,0.013373234826522026,0.0,0.0,12,313,6.0,6.0,3.0
2015,2,19,8,4,-6.0,74.0,1031.0,-2.0,2,0.06355559711961095,0.0,0.0,103,314,302.0,330.0,280.0
2013,11,21,0,3,-9.0,50.0,1026.0,0.0,1,0.0016646404189656786,0.0,0.0,191,315,136.0,214.0,193.0
2014,6,16,19,2,20.0,61.0,1000.0,28.0,2,0.03260076685682222,0.0,0.0,108,316,114.0,111.0,113.0
2012,11,14,6,3,-12.0,53.0,1024.0,-4.0,1,0.0150378752454877,0.0,0.0,15,317,13.0,19.0,12.0
2010,10,15,12,3,-2.0,24.0,1016.0,19.0,2,0.009202281866641729,0.0,0.0,24,318,23.0,28.0,21.0
2011,11,18,9,3,4.0,61.0,1015.0,11.0,3,0.00751893762274385,0.0,0.0,54,319,50.0,87.0,52.0
2014,2,15,7,4,-9.0,73.0,1025.0,-5.0,1,0.020087907977181334,0.0,0.0,319,320,320.0,294.0,331.0
2012,4,19,0,1,13.0,93.0,1011.0,14.0,1,0.0033479846628635557,0.1,6.2,59,321,47.0,57.0,53.0
2011,10,3,2,3,3.0,70.0,1030.0,8.0,1,0.0066959693257271115,0.0,0.0,32,322,28.0,34.0,31.0
2011,12,16,20,4,-19.0,40.0,1036.0,-8.0,4,0.005012625081829235,0.0,0.0,49,323,33.0,57.0,38.0
2012,12,4,18,4,-15.0,31.0,1020.0,0.0,1,0.0066959693257271115,0.0,0.0,149,324,122.0,136.0,132.0
2015,12,2,22,4,-13.0,34.0,1020.0,1.0,1,0.2993173103899748,0.0,0.0,5,325,6.0,3.0,3.0
2010,2,27,7,4,-5.0,92.0,1021.0,-4.0,2,0.10277751800243151,0.1,0.5,52,326,47.0,48.0,45.0
2014,6,20,4,2,18.0,93.0,1007.0,19.0,4,0.0025063125409146175,0.5,5.3,48,327,27.0,52.0,35.0
2012,10,8,4,3,11.0,100.0,1020.0,11.0,4,0.003329280837931357,0.0,0.0,262,328,260.0,245.0,236.0
2013,7,27,20,2,22.0,83.0,1000.0,25.0,4,0.004993921256897036,0.0,0.0,164,329,148.0,185.0,174.0
2013,6,15,13,2,15.0,42.0,1006.0,29.0,2,0.0033479846628635557,0.0,0.0,141,330,167.0,167.0,3.0
2013,1,3,9,4,-26.0,25.0,1046.0,-10.0,3,0.00751893762274385,0.0,0.0,29,331,18.0,18.0,18.0
2011,11,5,15,3,3.0,54.0,1026.0,12.0,3,0.005854297203778173,0.0,0.0,35,332,29.0,35.0,32.0
2013,2,5,18,4,-6.0,79.0,1022.0,-3.0,2,0.012550266529505284,0.0,0.0,115,333,98.0,98.0,93.0
2014,6,21,9,2,18.0,78.0,1010.0,22.0,4,0.0016646404189656786,0.0,0.0,74,334,75.0,87.0,80.0
2010,5,4,19,1,17.0,88.0,1000.0,19.0,2,0.05601795567193491,2.4,10.8,228,335,237.0,237.0,201.0
2012,12,7,8,4,-17.0,48.0,1025.0,-8.0,1,0.0643785654166277,0.0,0.0,35,336,22.0,40.0,26.0
2014,10,24,1,3,9.0,93.0,1012.0,10.0,4,0.0016646404189656786,0.0,0.0,195,337,164.0,221.0,208.0
2015,2,3,7,4,-5.0,92.0,1032.0,-4.0,1,0.0016646404189656786,0.0,0.0,190,338,205.0,195.0,195.0
2010,7,5,2,2,21.0,78.0,1001.0,25.0,3,0.0016646404189656786,0.0,0.0,132,339,156.0,148.0,135.0
2013,11,20,8,3,-13.0,34.0,1024.0,1.0,1,0.04430936126437857,0.0,0.0,69,340,65.0,69.0,41.0
2010,4,4,5,1,-1.0,60.0,1010.0,6.0,4,0.003329280837931357,0.0,0.0,200,341,173.0,191.0,181.0
2012,10,17,10,3,-9.0,19.0,1021.0,14.0,2,0.009202281866641729,0.0,0.0,16,342,13.0,17.0,11.0
2013,9,19,3,3,17.0,82.0,1014.0,20.0,2,0.0033479846628635557,0.0,0.0,114,343,97.0,114.0,96.0
2012,11,6,10,3,-2.0,49.0,1023.0,8.0,1,0.012550266529505284,0.0,0.0,71,344,70.0,81.0,71.0
2012,9,5,14,3,10.0,32.0,1016.0,28.0,2,0.010866922285607407,0.0,0.0,35,345,37.0,35.0,33.0
2010,4,26,3,1,-3.0,45.0,1016.0,8.0,1,0.027588141774992987,0.0,0.0,20,346,18.0,19.0,15.0
2015,5,14,20,1,4.0,27.0,1008.0,24.0,2,0.021752548396147015,0.0,0.0,28,347,36.0,40.0,36.0
2013,6,24,7,2,20.0,88.0,1003.0,22.0,2,0.012550266529505284,0.0,0.0,248,348,152.0,62.0,218.0
2015,12,2,16,4,-12.0,32.0,1020.0,3.0,1,0.21739455718694475,0.0,0.0,6,349,7.0,3.0,6.0
2010,3,29,18,1,5.0,81.0,1021.0,8.0,3,0.0016646404189656786,0.0,0.0,280,350,260.0,252.0,230.0
2012,10,1,3,3,9.0,93.0,1016.0,10.0,4,0.0016646404189656786,0.0,0.0,59,351,52.0,52.0,51.0
2014,7,23,15,2,13.0,31.0,1002.0,32.0,1,0.005854297203778173,0.0,0.0,20,352,22.0,29.0,22.0
2013,4,14,23,1,-2.0,42.0,1006.0,10.0,2,0.0919667071916207,0.0,0.0,59,353,64.0,59.0,58.0
2015,6,19,7,2,15.0,88.0,1009.0,17.0,1,0.00751893762274385,0.2,0.2,10,354,11.0,6.0,7.0
2012,9,7,3,3,18.0,100.0,1015.0,18.0,3,0.0033479846628635557,0.6,19.9,139,355,109.0,131.0,122.0
2013,6,28,5,2,22.0,88.0,1001.0,24.0,2,0.0033479846628635557,0.0,0.0,265,356,300.0,308.0,300.0
2013,3,16,15,1,-2.0,33.0,1022.0,14.0,2,0.020069204152249137,0.0,0.0,229,357,186.0,202.0,163.0
2015,3,24,11,1,-9.0,23.0,1034.0,11.0,4,0.0033479846628635557,0.0,0.0,70,358,77.0,78.0,71.0
2012,2,6,6,4,-20.0,25.0,1023.0,-3.0,1,0.04430936126437857,0.0,0.0,20,359,15.0,17.0,17.0
2012,8,15,23,2,19.0,78.0,1010.0,23.0,2,0.030917422612924347,0.0,0.0,91,360,98.0,77.0,92.0
2015,3,14,5,1,-5.0,64.0,1024.0,1.0,2,0.0033479846628635557,0.0,0.0,56,361,54.0,60.0,53.0
2013,1,19,11,4,-11.0,40.0,1031.0,1.0,2,0.005854297203778173,0.0,0.0,227,362,306.0,306.0,244.0
2010,12,21,19,4,-5.0,74.0,1012.0,-1.0,4,0.004993921256897036,0.0,0.0,607,363,516.0,508.0,600.0
2014,12,6,16,4,-18.0,21.0,1025.0,2.0,2,0.010043953988590667,0.0,0.0,66,364,42.0,78.0,70.0
2015,4,15,12,1,7.0,42.0,998.0,20.0,2,0.009202281866641729,0.0,0.0,143,365,134.0,158.0,146.0
2015,1,15,4,4,-10.0,79.0,1029.0,-7.0,1,0.005012625081829235,0.0,0.0,321,366,265.0,395.0,276.0
2013,3,10,12,1,-20.0,10.0,1028.0,10.0,2,0.03679042364163472,0.0,0.0,33,367,35.0,29.0,32.0
2015,5,29,7,1,18.0,82.0,1006.0,21.0,4,0.0016646404189656786,0.0,0.0,98,368,110.0,3.0,95.0
2015,10,21,15,3,9.0,93.0,1025.0,10.0,2,0.0033479846628635557,26.775775136867406,27.046892776071576,58,369,52.0,63.0,60.0
2015,10,23,16,3,10.0,55.0,1015.0,19.0,2,0.013373234826522026,0.0,0.0,45,370,48.0,63.0,48.0
2014,12,15,4,4,-9.0,68.0,1025.0,-4.0,4,0.0016646404189656786,0.0,0.0,293,371,223.0,314.0,312.0
2012,10,17,7,3,-1.0,80.0,1021.0,2.0,4,0.01165248293275975,0.0,0.0,17,372,15.0,37.0,13.0
2011,6,10,2,2,19.0,78.0,1000.0,23.0,2,0.08528944169082578,0.0,0.0,108,373,117.0,110.0,119.0
2012,11,13,9,3,-16.0,24.0,1020.0,2.0,1,0.3101468250257178,0.0,0.0,17,374,10.0,10.0,11.0
2014,6,11,4,2,15.0,88.0,1011.0,17.0,1,0.005012625081829235,0.0,0.0,96,375,98.0,77.0,89.0
2013,11,7,15,3,-14.0,12.0,1019.0,14.0,2,0.03679042364163472,0.0,0.0,35,376,37.0,31.0,43.0
2011,6,25,7,2,16.0,64.0,1013.0,23.0,1,0.010043953988590667,0.0,0.0,22,377,19.0,23.0,19.0
2012,4,10,3,1,7.0,51.0,1009.0,17.0,2,0.013373234826522026,0.0,0.0,107,378,100.0,106.0,97.0
2015,2,16,3,4,-7.0,68.0,1019.0,-2.0,4,0.0016646404189656786,0.0,0.0,252,379,291.0,270.0,250.0
2014,1,19,22,4,-22.0,14.0,1026.0,2.0,1,0.07273917516132049,0.0,0.0,16,380,17.0,17.0,25.0
2010,6,10,11,2,15.0,68.0,1014.0,21.0,1,0.045151033386327505,0.0,0.0,34,381,30.0,35.0,31.0
2011,3,8,8,1,-16.0,21.0,1024.0,4.0,1,0.33362012531562707,0.0,0.0,19,382,19.0,17.0,16.0
2013,9,27,10,3,10.0,63.0,1013.0,17.0,3,0.0033479846628635557,0.0,0.0,159,383,163.0,141.0,159.0
2012,9,3,3,3,10.0,59.0,1012.0,18.0,3,0.020892172449265875,0.0,0.0,5,384,5.0,8.0,6.0
2015,5,9,3,1,6.0,62.0,1017.0,13.0,2,0.09282708313850183,0.0,0.0,39,385,39.0,54.0,40.0
2015,3,17,14,1,-5.0,21.0,1019.0,17.0,2,0.035107079397736836,0.0,0.0,93,386,115.0,113.0,112.0
2010,8,2,21,2,16.0,57.0,1006.0,25.0,2,0.031777798559805476,0.0,0.0,52,387,59.0,52.0,49.0
2010,10,11,11,3,6.0,48.0,1018.0,17.0,3,0.031777798559805476,0.0,0.0,4,388,3.0,10.0,6.0
2014,2,4,11,4,-34.0,6.0,1032.0,-2.0,1,0.13294678761806789,0.0,0.0,11,389,9.0,8.0,6.0
2011,8,17,1,2,22.0,94.0,1006.0,23.0,2,0.0033479846628635557,0.0,0.0,67,390,67.0,68.0,63.0
2012,12,14,10,4,-1.0,92.0,1025.0,0.0,1,0.1764705882352941,0.3,6.4,240,391,194.0,219.0,217.0
2012,10,25,22,3,10.0,81.0,1019.0,13.0,2,0.005012625081829235,0.0,0.0,293,392,258.0,260.0,257.0
2010,11,28,2,3,-14.0,45.0,1025.0,-4.0,2,0.010043953988590667,0.0,0.0,74,393,61.0,76.0,73.0
2015,9,19,14,3,8.0,26.0,1016.0,29.0,4,0.006677265500794912,0.0,0.0,7,394,15.0,15.0,10.0
2013,5,17,7,1,11.0,67.0,1013.0,17.0,2,0.0033479846628635557,0.0,0.0,112,395,105.0,128.0,118.0
2015,10,8,23,3,-3.0,28.0,1015.0,15.0,1,0.00751893762274385,0.0,0.0,37,396,38.0,28.0,10.0
2013,8,28,3,2,18.0,73.0,1002.0,23.0,2,0.09028336294772282,0.3,0.3,49,397,32.0,47.0,33.0
2011,4,17,16,1,-8.0,17.0,1013.0,17.0,1,0.24326194706817544,0.0,0.0,93,398,90.0,77.0,63.0
2013,9,30,7,3,15.0,82.0,1020.0,18.0,2,0.005012625081829235,0.0,0.0,98,399,110.0,205.0,99.0
2013,11,14,10,3,-12.0,18.0,1020.0,11.0,1,0.01672121948938558,0.0,0.0,14,400,20.0,17.0,19.0
2014,12,10,5,4,-7.0,92.0,1027.0,-6.0,4,0.0016646404189656786,0.0,0.0,311,401,229.0,271.0,309.0
2011,1,24,2,4,-21.0,40.0,1034.0,-10.0,1,0.502534368278313,0.0,0.0,19,402,17.0,18.0,13.0
2013,6,2,20,2,17.0,64.0,1002.0,24.0,2,0.08278312914991115,0.0,0.0,111,403,140.0,137.0,121.0
2015,5,5,10,1,3.0,30.0,1005.0,21.0,4,0.0033479846628635557,0.0,0.0,87,404,78.0,97.0,56.0
2014,5,23,19,1,12.0,33.0,1009.0,30.0,2,0.11203591134386982,0.0,0.0,61,405,52.0,59.0,54.0
2010,3,1,16,1,-5.0,74.0,1020.0,-1.0,2,0.09952305246422893,0.0,0.0,75,406,67.0,69.0,70.0
2011,6,23,22,2,19.0,93.0,1004.0,20.0,2,0.019227532030300195,0.0,0.0,29,407,34.0,32.0,26.0
2015,4,12,22,1,-3.0,56.0,1031.0,5.0,3,0.013373234826522026,0.0,0.0,15,408,14.0,11.0,16.0
2010,9,6,9,3,20.0,73.0,1011.0,25.0,1,0.0033479846628635557,0.0,0.0,131,409,159.0,130.0,131.0
2011,9,13,10,3,18.0,88.0,1013.0,20.0,2,0.018404563733283457,0.0,0.0,120,410,116.0,115.0,113.0
2010,8,12,5,2,20.0,94.0,1003.0,21.0,2,0.0016646404189656786,0.0,0.0,111,411,108.0,101.0,106.0
2013,5,4,16,1,0.0,19.0,1014.0,25.0,2,0.06770784625455907,0.0,0.0,65,412,66.0,67.0,58.0
2014,12,27,0,4,-10.0,67.0,1030.0,-5.0,1,0.0033479846628635557,0.0,0.0,194,413,170.0,235.0,163.0
2015,8,12,19,2,22.0,58.0,1004.0,31.0,2,0.039296736182549336,0.0,0.0,91,414,86.0,88.0,86.0
2012,2,27,11,4,-6.0,63.0,1026.0,0.0,2,0.021733844571214814,0.0,0.0,228,415,203.0,194.0,187.0
2013,1,21,6,4,-5.0,92.0,1028.0,-4.0,1,0.01672121948938558,0.0,0.0,154,416,134.0,134.0,164.0
2013,6,6,14,2,19.0,100.0,1010.0,19.0,4,0.0016646404189656786,0.0,0.0,140,417,86.0,131.0,136.0
2015,5,22,2,1,9.0,59.0,1010.0,17.0,4,0.0016646404189656786,0.0,0.0,41,418,37.0,40.0,40.0
2014,12,25,14,4,-14.0,22.0,1031.0,6.0,3,0.0033479846628635557,0.0,0.0,8,419,12.0,13.0,13.0
2012,1,30,9,4,-12.0,67.0,1034.0,-7.0,4,0.0041896567848124944,0.0,0.0,112,420,84.0,94.0,84.0
2011,11,13,14,3,-15.0,15.0,1024.0,10.0,3,0.005854297203778173,0.0,0.0,19,421,16.0,18.0,20.0
2011,12,28,7,4,-12.0,67.0,1030.0,-7.0,1,0.0534929393060881,0.0,0.0,187,422,161.0,208.0,168.0
2013,9,23,8,3,9.0,67.0,1017.0,15.0,1,0.05934723650986627,0.2,0.2,6,423,7.0,6.0,3.0
2012,10,26,20,3,12.0,87.0,1017.0,14.0,1,0.010866922285607407,0.0,0.0,307,424,287.0,267.0,280.0
2012,12,4,7,4,-12.0,78.0,1022.0,-9.0,3,0.004993921256897036,0.0,0.0,82,425,61.0,81.0,72.0
2013,11,1,10,3,3.0,66.0,1028.0,9.0,4,0.0016646404189656786,0.0,0.0,166,426,147.0,149.0,161.0
2014,6,21,22,2,17.0,88.0,1009.0,19.0,1,0.012550266529505284,0.0,0.0,15,427,23.0,17.0,13.0
2013,5,3,11,1,7.0,45.0,1018.0,19.0,4,0.006677265500794912,0.0,0.0,61,428,54.0,60.0,66.0
2015,2,26,1,4,-16.0,30.0,1024.0,-1.0,1,0.0150378752454877,0.0,0.0,18,429,19.0,25.0,17.0
2015,10,31,1,3,-2.0,74.0,1033.0,2.0,4,0.0016646404189656786,0.0,0.0,81,430,69.0,19.0,81.0
2013,7,23,12,2,16.0,42.0,1000.0,30.0,2,0.005854297203778173,0.0,0.0,24,431,24.0,44.0,28.0
2010,1,14,23,4,-18.0,38.0,1033.0,-6.0,3,0.015056579070419903,0.0,0.0,36,432,32.0,28.0,35.0
